Date,Close,Volume,Close Off High,Day Diff,Volatility,Movement
2017-01-01 00:00:00,998.33,147775000,-7859.3961243803515,-359.77419421787846,0.046053587364838215,Up
2017-01-02 00:00:00,1021.75,222185000,-4442.202363793552,-231.61963509643303,0.03473793835492986,Up
2017-01-03 00:00:00,1043.84,185168000,-9786.476868327392,-217.6977290524657,0.022004698512137728,Up
2017-01-04 00:00:00,1154.73,344946000,-9184.489653973213,-1056.3960168517801,0.11013021830716198,Down
2017-01-05 00:00:00,1013.38,510199000,2663.5314236853324,1239.2693195473448,0.2426495379215547,Down
2017-01-06 00:00:00,902.2,351876000,7757.72088168478,1104.6695062312665,0.160583293894936,Up
2017-01-07 00:00:00,908.59,279550000,-10000.0,-56.44777474017446,0.09411282914033368,Up
2017-01-08 00:00:00,911.2,158715000,1364.7016405263978,-33.363797526895695,0.061078872898245956,Down
2017-01-09 00:00:00,902.83,141877000,-3589.138134592693,113.98975077745135,0.03709868161709968,Up
2017-01-10 00:00:00,907.68,115808000,412.7443881245818,-58.064802092104685,0.015302956429236358,Down
2017-01-11 00:00:00,777.76,310929000,8085.391537430595,1435.4931066378895,0.17254327621900195,Up
2017-01-12 00:00:00,804.83,222326000,-3922.5422045680357,-382.4918083541899,0.09093371862019145,Up
2017-01-13 00:00:00,823.98,168968000,-7951.020408163273,-251.822728743126,0.060964988677930675,Down
2017-01-14 00:00:00,818.41,93063300,4741.493592576285,81.56191676563999,0.027425648980779014,Up
2017-01-15 00:00:00,821.8,71013600,-7107.279693486591,-44.735619820568225,0.01276065221111294,Up
2017-01-16 00:00:00,831.53,82755200,-5792.426367461428,-118.64489279369174,0.017352576115261982,Up
2017-01-17 00:00:00,907.94,155095000,-9343.029087261813,-926.5298754437692,0.09598652145135085,Down
2017-01-18 00:00:00,886.62,225677000,432.4324324324236,250.17319682857365,0.0651000142956113,Up
2017-01-19 00:00:00,899.07,105625000,-4533.793783917149,-120.78708602562101,0.022817840016209987,Down
2017-01-20 00:00:00,895.03,86728400,-2945.9241323647957,34.959974169700466,0.013794715922375482,Up
2017-01-21 00:00:00,921.79,111158000,-6494.974874371837,-293.0042990341132,0.0355535704315784,Up
2017-01-22 00:00:00,924.67,116573000,-3568.568568568563,-26.675052319969666,0.04333069474414725,Down
2017-01-23 00:00:00,921.01,73588600,2593.235039028634,48.51431658562949,0.012458130740140435,Down
2017-01-24 00:00:00,892.69,111349000,9748.822605965406,197.54469187859505,0.034973865682786515,Up
2017-01-25 00:00:00,901.54,120831000,-7041.522491349403,-107.8572069243879,0.012960803659520972,Up
2017-01-26 00:00:00,917.59,131958000,-7966.101694915245,-168.44158290761249,0.018960759760192392,Up
2017-01-27 00:00:00,919.75,125594000,-583.4464043418586,-15.135676640968533,0.008025175312513616,Up
2017-01-28 00:00:00,921.59,68979600,1317.0731707313332,-19.351822659028347,0.004457442297865889,Down
2017-01-29 00:00:00,919.5,60851700,8360.655737704805,27.872070450183283,0.0046308848568980465,Up
2017-01-30 00:00:00,920.38,78227300,4916.20111731851,-2.4995924577516515,0.0038906699994565312,Up
2017-01-31 00:00:00,970.4,164582000,-9365.452408930669,-536.8311327310626,0.055442147324530865,Up
2017-02-01 00:00:00,989.02,150110000,-9902.014153511125,-186.21130038931267,0.01891980966898058,Up
2017-02-02 00:00:00,1011.8,145821000,-8864.686468646845,-220.20202020201975,0.03060606060606056,Up
2017-02-03 00:00:00,1029.91,201278000,-6842.105263158038,-182.40958614280393,0.02479583967729809,Up
2017-02-04 00:00:00,1042.9,155064000,-8048.145738451536,-112.18523653922765,0.029806172612064155,Down
2017-02-05 00:00:00,1027.34,114208000,5324.553151458243,155.052131248084,0.020373351732597463,Up
2017-02-06 00:00:00,1038.15,111762000,-2123.786407766988,-94.80746791131854,0.016024893037728527,Up
2017-02-07 00:00:00,1061.35,146007000,-9467.645709040702,-203.91485761531914,0.020949103005364626,Up
2017-02-08 00:00:00,1063.07,201855000,-2333.6547733847233,-7.060019579787635,0.0390466149559455,Down
2017-02-09 00:00:00,994.38,407220000,3949.1338002211605,660.4677373908148,0.12740678125293506,Down
2017-02-10 00:00:00,988.67,190452000,-6081.210496073537,69.90548697809464,0.052439159125377825,Up
2017-02-11 00:00:00,1004.45,102261000,-6341.64777021925,-157.24542420871745,0.026757002730306324,Down
2017-02-12 00:00:00,999.18,67530000,4234.693877551068,43.247767857143174,0.007812500000000031,Down
2017-02-13 00:00:00,990.64,100607000,-1218.390804597681,82.49239147845596,0.026129264776549758,Up
2017-02-14 00:00:00,1004.55,137946000,-4440.894568690059,-129.16691874886507,0.025248553048177913,Up
2017-02-15 00:00:00,1007.48,89759400,-6253.443526170757,-12.62161974140569,0.00721519364744933,Up
2017-02-16 00:00:00,1027.44,122277000,-5388.802488336038,-196.3975586761284,0.025524735771349092,Up
2017-02-17 00:00:00,1046.21,136474000,-4943.697784235348,-195.78606790628922,0.026829220753907902,Up
2017-02-18 00:00:00,1054.42,99073500,-551.6265912306983,-49.656408154707215,0.013476806359070035,Down
2017-02-19 00:00:00,1047.87,77423300,3393.258426966466,65.32291706170219,0.012656907732564667,Up
2017-02-20 00:00:00,1079.98,109478000,-9737.11340206186,-298.37225490850454,0.03699854103691268,Up
2017-02-21 00:00:00,1115.3,186869000,-9032.738095238072,-333.74101252686955,0.03735823882588386,Up
2017-02-22 00:00:00,1117.44,136100000,-3599.033816425121,-23.68137782561984,0.022282023681377956,Up
2017-02-23 00:00:00,1166.72,189454000,-6681.193429433494,-442.5966865663631,0.05339801480394162,Up
2017-02-24 00:00:00,1173.68,330759000,-2193.482390764281,-8.271439656863395,0.058352022239087295,Down
2017-02-25 00:00:00,1143.84,139961000,2339.832869080778,227.01446501653407,0.042942216829999734,Up
2017-02-26 00:00:00,1165.2,116486000,-8781.862087469824,-182.91137581165341,0.032570984120880546,Up
2017-02-27 00:00:00,1179.97,131570000,-7838.709677419354,-139.11564041313696,0.015982402172231788,0.0
2017-02-28 00:00:00,1179.97,184956000,2393.8404106392277,6.352056372382952,0.018149942408022278,Up
2017-03-01 00:00:00,1222.5,229057000,-10000.0,-359.81831124368694,0.03627843123961895,Up
2017-03-02 00:00:00,1251.01,368275000,-5218.232638142306,-214.99493745304838,0.037977267531110345,Up
2017-03-03 00:00:00,1274.99,315739000,-6405.405405405438,-194.12973431091118,0.02366655739539934,Down
2017-03-04 00:00:00,1255.15,183270000,-79.77091429742234,174.41268797507473,0.03827215581284305,Up
2017-03-05 00:00:00,1267.12,134127000,-9883.681149503884,-102.2889443430142,0.023304020601296365,Up
2017-03-06 00:00:00,1272.83,153657000,-4438.596491227988,-42.28896936416562,0.008994295722975764,Down
2017-03-07 00:00:00,1223.54,291256000,4702.473498233213,390.1163201671372,0.05556820948625914,Down
2017-03-08 00:00:00,1150.0,332603000,9543.29210275926,598.660922312239,0.06873605127408594,Up
2017-03-09 00:00:00,1188.49,212283000,-6809.532278143331,-331.55126700569485,0.048880775416177705,Down
2017-03-10 00:00:00,1116.72,563796000,5914.501604388778,610.7486379229155,0.16245711979552033,Up
2017-03-11 00:00:00,1175.83,283320000,-5355.438007998967,-533.0908700014332,0.0694334957718217,Up
2017-03-12 00:00:00,1221.38,227176000,-7830.298333979118,-380.411687715662,0.04387142832860237,Up
2017-03-13 00:00:00,1231.92,380277000,-4641.101278269577,-82.9936649806029,0.016647841673623664,Up
2017-03-14 00:00:00,1240.0,245306000,-6006.641760066449,-63.628100246720535,0.019551032333463118,Up
2017-03-15 00:00:00,1249.61,297805000,-6627.318718381084,-76.19984518126546,0.009563282157140933,Down
2017-03-16 00:00:00,1187.81,638568000,3297.328027288251,507.61989243444964,0.08434225983553496,Down
2017-03-17 00:00:00,1100.23,706599000,9836.207966248894,677.2810466377445,0.06828735086767908,Down
2017-03-18 00:00:00,973.82,621302000,7932.489451476783,1144.5952950376925,0.14224008584237371,Up
2017-03-19 00:00:00,1036.74,406648000,-2880.446447735555,-614.3970186233656,0.09539995699937553,Up
2017-03-20 00:00:00,1054.23,286530000,-3320.683111954471,-163.80008484053843,0.02540395665419759,Up
2017-03-21 00:00:00,1120.54,337391000,-9436.409721186792,-617.6091570648884,0.06355177380230459,Down
2017-03-22 00:00:00,1049.14,380841000,3436.677940623818,638.1118101102037,0.09498059162093432,Down
2017-03-23 00:00:00,1038.59,248540000,3356.258596973949,109.13766011142361,0.027693919337174352,Down
2017-03-24 00:00:00,937.52,491038000,9404.391669022718,971.9293177331606,0.10218113534594829,Up
2017-03-25 00:00:00,972.78,435803000,-9172.79666897987,-386.95624319302976,0.0769321118158327,Down
2017-03-26 00:00:00,966.73,303668000,5335.689045936407,74.74255911130247,0.05520477202492786,Up
2017-03-27 00:00:00,1045.77,372535000,-9830.690674549824,-758.3972017900318,0.07655984774445766,Up
2017-03-28 00:00:00,1047.15,326332000,-520.0433369447643,-24.603189798772366,0.035344348924926834,Down
2017-03-29 00:00:00,1039.97,298458000,-2275.15923566877,58.40853472009694,0.03752103089629867,Down
2017-03-30 00:00:00,1026.43,352969000,5630.769230769161,151.40902505253231,0.02806536110764625,Up
2017-03-31 00:00:00,1071.79,447287000,-8703.396851698379,-439.7841502376671,0.047027195511571696,Up
2017-04-01 00:00:00,1080.5,289634000,-2673.849167482868,-82.01845648542948,0.028580492857209608,Up
2017-04-02 00:00:00,1102.17,514187000,-6627.255756067289,-199.51693950639154,0.029742460277065615,Up
2017-04-03 00:00:00,1143.81,580444000,-6749.333879893392,-370.46103631170854,0.044235912779364395,Down
2017-04-04 00:00:00,1133.25,436310000,2912.0267260579103,107.11292688036859,0.03135693833368258,Down
2017-04-05 00:00:00,1124.78,414784000,-391.42590866725334,82.52949371329929,0.018921826229565845,Up
2017-04-06 00:00:00,1182.68,511222000,-8180.946291560156,-505.147404979527,0.05556887929579587,Down
2017-04-07 00:00:00,1176.9,317022000,-1651.5739542907215,17.303679576568474,0.019670212224540542,Down
2017-04-08 00:00:00,1175.95,209312000,-1937.5000000000575,-28.141389161300935,0.019102033854944005,Up
2017-04-09 00:00:00,1187.87,242343000,-2631.16370808671,-96.04188446076269,0.021545679390091655,Down
2017-04-10 00:00:00,1187.13,215883000,-4318.5840707967745,1.431820096014869,0.009517392402930982,Up
2017-04-11 00:00:00,1205.01,216182000,-7030.567685589558,-147.79445202364673,0.0173563741094436,Down
2017-04-12 00:00:00,1200.37,288702000,3044.3159922931363,36.85228376258542,0.008615466339090902,Down
2017-04-13 00:00:00,1169.28,351969000,4806.875631951504,264.275365938952,0.041173335997735296,Down
2017-04-14 00:00:00,1167.54,254827000,5001.612383102223,23.839429904385632,0.026496800047849746,Up
2017-04-15 00:00:00,1172.52,203559000,3437.5000000000377,-44.71858134155767,0.01973785659213567,Up
2017-04-16 00:00:00,1182.94,183231000,-4140.999315537391,-88.09408072590338,0.012459385473431174,Up
2017-04-17 00:00:00,1193.91,253206000,-9110.112359550554,-90.09085146841397,0.018804141136699766,Up
2017-04-18 00:00:00,1211.67,270524000,-5042.016806722794,-149.94513180931077,0.019936838754533916,Down
2017-04-19 00:00:00,1210.29,288061000,9.58772770852434,15.179889945799092,0.008604687616014836,Up
2017-04-20 00:00:00,1229.08,315108000,-2767.140210006128,-148.62767116953464,0.026736466624830632,Down
2017-04-21 00:00:00,1222.05,272167000,3631.0107948969826,59.94696686242389,0.016576922451237257,Up
2017-04-22 00:00:00,1231.71,249320000,-7157.622739018146,-73.60698775670437,0.022155703314767947,Down
2017-04-23 00:00:00,1207.21,258951000,7685.774946921455,200.58120657185557,0.02293980128579777,Up
2017-04-24 00:00:00,1250.15,235806000,-9617.526022754797,-334.9784644891411,0.03415093871679765,Up
2017-04-25 00:00:00,1265.49,242556000,-7626.348665531027,-120.27670038786007,0.014082930145147667,Up
2017-04-26 00:00:00,1281.08,329631000,-484.42906574389986,-119.19525430690541,0.02282798442325758,Up
2017-04-27 00:00:00,1317.73,449197000,-8973.958333333321,-279.6673635597708,0.02995600212188355,Down
2017-04-28 00:00:00,1316.48,527489000,-2392.7011051144054,9.561825549804901,0.02952782794785017,Up
2017-04-29 00:00:00,1321.79,422706000,-975.8131776479106,-29.973289625448047,0.009098221331876412,Up
2017-04-30 00:00:00,1347.89,413115000,-9987.87511367082,-196.84235212237368,0.024957068395530583,Up
2017-05-01 00:00:00,1421.6,713624000,-7042.5482445942735,-543.6475561818582,0.06379885782095972,Up
2017-05-02 00:00:00,1452.82,477338000,-2757.258203057845,-223.71097021174756,0.0409632449701977,Up
2017-05-03 00:00:00,1490.09,583796000,-8816.254416961103,-249.76268761435668,0.031146390788152248,Up
2017-05-04 00:00:00,1537.67,933549000,2055.1654116253458,-314.9484812707956,0.07928383599871207,Up
2017-05-05 00:00:00,1555.45,946036000,4268.125854993139,-94.62186946335613,0.05692887784173878,Up
2017-05-06 00:00:00,1578.8,582530000,-10000.0,-141.2503773742461,0.023316910862597205,Up
2017-05-07 00:00:00,1596.71,1080030000,-9994.58874458875,-109.15053783864212,0.02340025451575531,Up
2017-05-08 00:00:00,1723.35,1340320000,-10000.0,-791.7115447235918,0.07917115447235919,Up
2017-05-09 00:00:00,1755.36,1167920000,3333.902210086197,-182.55225101369462,0.06797997552047988,Up
2017-05-10 00:00:00,1787.13,915723000,-9622.151716181153,-174.265024024777,0.03947578165918984,Up
2017-05-11 00:00:00,1848.57,799490000,-5722.718839601941,-383.0664412453594,0.06660413284878995,Down
2017-05-12 00:00:00,1724.24,740984000,6271.123720241767,658.3737864077668,0.08784457350901531,Up
2017-05-13 00:00:00,1804.91,579635000,-9001.914643938,-474.66224058684367,0.09396327591810211,Up
2017-05-14 00:00:00,1808.91,437196000,-1784.6715328467455,-44.70086514221085,0.030429905711715617,Down
2017-05-15 00:00:00,1738.43,731529000,4266.257433339709,387.1292384596668,0.05765189887416779,Down
2017-05-16 00:00:00,1734.45,959045000,360.1609657947602,41.625997588562896,0.057070678073146974,Up
2017-05-17 00:00:00,1839.09,1064730000,-7530.424458296226,-650.7097230024375,0.11706520417204767,Up
2017-05-18 00:00:00,1888.65,894321000,-6748.151191454414,-384.61538461538487,0.05353274316819713,Up
2017-05-19 00:00:00,1987.71,1157290000,-7057.8454537499,-476.13275217801566,0.060225469992674065,Up
2017-05-20 00:00:00,2084.73,961336000,-10000.0,-506.4407531347015,0.0553410877716405,Down
2017-05-21 00:00:00,2041.2,1147860000,9092.914930129922,124.96190185919002,0.039467254950339335,Up
2017-05-22 00:00:00,2173.4,1942220000,-875.0830332482673,-637.2877705940222,0.1399918754496646,Up
2017-05-23 00:00:00,2320.42,1378750000,-9943.78864530634,-587.9829892861712,0.06494004270930304,Up
2017-05-24 00:00:00,2443.64,1725380000,-2085.001235483077,-526.7148278818111,0.08716835317075688,Down
2017-05-25 00:00:00,2304.98,2406700000,9177.274722518348,577.4576492903385,0.1955695271109948,Down
2017-05-26 00:00:00,2202.42,1763480000,4801.514547628527,510.4507322621917,0.2162101607572958,Down
2017-05-27 00:00:00,2038.87,1700480000,946.9050621955133,716.6696262299266,0.18411670696225868,Up
2017-05-28 00:00:00,2155.8,1147140000,460.47078683296047,-495.2095341953588,0.10382263592459896,Up
2017-05-29 00:00:00,2255.61,994625000,-4852.911747048226,-445.39531265195126,0.09256146297865646,Down
2017-05-30 00:00:00,2175.47,1443970000,4261.23231298273,354.2228291713976,0.07865263195232684,Up
2017-05-31 00:00:00,2286.41,1544830000,-7018.91124403358,-453.64143032841133,0.07567243815123503,Up
2017-06-01 00:00:00,2407.88,1653180000,-4938.148194427118,-522.4333902889888,0.06994620531129686,Up
2017-06-02 00:00:00,2488.55,1317030000,-10000.0,-351.57631144370066,0.04793201415955708,Up
2017-06-03 00:00:00,2515.35,1514950000,-1592.7750410508934,-86.73788556854865,0.06349550069775263,Down
2017-06-04 00:00:00,2511.81,1355120000,1110.6111736032954,141.2204302552409,0.05233947852845011,Up
2017-06-05 00:00:00,2686.81,1369310000,-10000.0,-694.1967839515994,0.07028737462187555,Up
2017-06-06 00:00:00,2863.2,2089610000,-1153.4603811434197,-640.5434734135052,0.11486004370382472,Down
2017-06-07 00:00:00,2732.16,1517710000,6256.367728942083,478.22177613282395,0.05883500965365346,Up
2017-06-08 00:00:00,2805.62,1281170000,-8658.81537928642,-312.9215692761235,0.05306029428522081,Up
2017-06-09 00:00:00,2823.81,1348950000,4685.64426430389,-58.309349442908456,0.03778887527427127,Up
2017-06-10 00:00:00,2947.71,2018890000,-9679.123459205659,-422.7867078716053,0.07228779339070895,Up
2017-06-11 00:00:00,2958.11,1752400000,-5067.597872749426,-53.357621813412386,0.05304155437209625,Down
2017-06-12 00:00:00,2659.63,2569530000,4106.120743680799,994.1352151211211,0.16209425643873476,Up
2017-06-13 00:00:00,2717.02,1781200000,387.99942304919233,-134.69307063646346,0.0517212439059871,Down
2017-06-14 00:00:00,2506.37,1696560000,5002.2733959185925,774.8225906186516,0.13761741409263561,Down
2017-06-15 00:00:00,2464.58,2026260000,-5640.714840714833,140.02352395202394,0.12872162523303915,Up
2017-06-16 00:00:00,2518.56,1195190000,-7239.775150222895,-198.37461582380647,0.06267082933466149,Up
2017-06-17 00:00:00,2655.88,1534510000,-7072.366778205071,-564.3175643692741,0.07964566568947617,Down
2017-06-18 00:00:00,2548.29,1178660000,5615.0099471770545,403.18602067524034,0.05489671794678667,Up
2017-06-19 00:00:00,2589.6,1446840000,2871.200140572867,-159.1585818919342,0.044652279494552714,Up
2017-06-20 00:00:00,2721.79,1854190000,-5201.290099637167,-503.7317752753476,0.06700601251900606,Down
2017-06-21 00:00:00,2689.1,1626580000,4857.091658453583,75.03423229240072,0.04119316609028472,Up
2017-06-22 00:00:00,2705.41,1097940000,-5495.207667731627,-53.436788144315194,0.03024120875649831,Up
2017-06-23 00:00:00,2744.91,961319000,-3108.8435374149126,-138.7708968951063,0.02171873499449651,Down
2017-06-24 00:00:00,2608.72,982750000,7078.111587982863,473.9786453997056,0.06381183997195565,Down
2017-06-25 00:00:00,2589.41,1161100000,4269.248501613667,68.42458529101599,0.0499146610413272,Down
2017-06-26 00:00:00,2478.45,1663280000,1449.614998326094,432.8005033641258,0.09224224784506885,Up
2017-06-27 00:00:00,2552.45,1489790000,-10000.0,-298.5737053400311,0.08854727753232869,Up
2017-06-28 00:00:00,2574.79,1183870000,-5117.096018735352,-85.23205759430857,0.04683062870393217,Down
2017-06-29 00:00:00,2539.32,949979000,2638.162093171621,109.98769259530364,0.03051535309788278,Down
2017-06-30 00:00:00,2480.84,860273000,9403.61296708728,229.99007577070165,0.03182842110237716,Down
2017-07-01 00:00:00,2434.55,779914000,6809.6626405663965,232.88935248334963,0.03853004894487682,Up
