Date,Close**,Volume,Close Off High,Day Diff,Volatility,SIA,SIA2,Movement
2018-06-03 00:00:00,7720.25,4851760000,-5115.967571378183,-115.51226466144904,0.01858599675842402,130.30069390902082,190.78947368421055,Down
2018-06-04 00:00:00,7514.47,4993170000,7109.872042318941,269.41947781361745,0.03622905964755071,119.79410388394948,76.1904761904762,Up
2018-06-05 00:00:00,7633.76,4961740000,-9230.800471104303,-177.1254116172734,0.032826727459371485,92.82178217821782,110.14492753623188,Up
2018-06-06 00:00:00,7653.98,4692260000,-7035.085752718224,-36.72975372313202,0.023396367937455833,102.15322984476715,76.51715039577836,Up
2018-06-07 00:00:00,7678.24,4485800000,3936.9817578773136,-35.839295657197624,0.011822262188889652,103.09278350515463,132.43243243243245,Down
2018-06-08 00:00:00,7624.92,4227580000,482.86715787961174,78.35901493011221,0.018189649115045396,94.90445859872612,63.59649122807018,Down
2018-06-09 00:00:00,7531.98,3845220000,10000.0,131.72582580851522,0.019862378349483574,43.26923076923077,18.072289156626507,Down
2018-06-10 00:00:00,6786.02,5804840000,8053.081671895539,951.4304191584824,0.10540365755278656,95.01411100658514,95.45983701979046,Up
2018-06-11 00:00:00,6906.92,4745270000,-9679.685580938323,-158.29593972311832,0.029936949299118023,84.90890340323135,97.80775716694772,Down
2018-06-12 00:00:00,6582.36,4654380000,7798.185197332472,468.3875339930668,0.05298139829882623,87.05726580602449,87.30158730158729,Down
2018-06-13 00:00:00,6349.9,5052350000,6285.293182672047,374.3891051527396,0.05245358411855297,103.90973497769613,76.48183556405354,Up
2018-06-14 00:00:00,6675.35,5138710000,-8293.978748524207,-524.3782271096927,0.05875684837018648,63.076465337697115,128.76254180602007,Down
2018-06-15 00:00:00,6456.58,3955390000,8162.695683831558,325.8876129743725,0.03704031117397455,99.58008398320337,70.66666666666667,Up
2018-06-16 00:00:00,6550.16,3194170000,-5548.895899053632,-146.71324229914265,0.02946347659729373,118.07447774750227,26.217228464419478,Down
2018-06-17 00:00:00,6499.27,3104020000,10000.0,70.67418528369637,0.013725397332225081,53.41614906832298,94.51219512195122,Up
2018-06-18 00:00:00,6734.82,4039200000,-7230.162052263314,-345.23438304042816,0.05137579165815422,127.23556463975471,162.46498599439778,Up
2018-06-19 00:00:00,6769.94,4057030000,-662.6399005151118,-40.86088167548788,0.016697343226956603,137.61955366631244,94.29280397022333,Up
2018-06-20 00:00:00,6776.55,3888640000,-5706.791301030126,-8.55147723446107,0.030968458489150447,72.48322147651007,105.44217687074831,Down
2018-06-21 00:00:00,6729.74,3529130000,6957.2935157147795,74.26155110035467,0.014125181229157655,130.21939136588816,48.19277108433735,Down
2018-06-22 00:00:00,6083.69,5079810000,7917.837078651703,970.9136998581164,0.109898068828771,67.46626686656671,78.18411097099622,Up
2018-06-23 00:00:00,6162.48,3431360000,-1851.5129730082447,-118.84862317531599,0.025124382194052528,114.51398135818907,51.317614424410536,Up
2018-06-24 00:00:00,6173.23,4566910000,-7455.771698920393,-14.519132810319809,0.06446332742834522,74.1471666196786,108.92018779342723,Up
2018-06-25 00:00:00,6249.18,5500810000,-2470.508931580745,-125.09782127910542,0.03365052001224886,107.64430577223088,117.37089201877934,Down
2018-06-26 00:00:00,6093.67,3279760000,10000.0,255.66278353895004,0.031420553125824494,70.59298104074223,120.93862815884476,Up
2018-06-27 00:00:00,6157.13,3296220000,-6402.674007078262,-119.53520478601091,0.02089770560778378,80.64516129032258,100.80645161290322,Down
2018-06-28 00:00:00,5903.44,3467800000,7956.012913640069,405.8402511880079,0.04832638839230569,71.57633429871741,123.57142857142857,Up
2018-06-29 00:00:00,6218.3,3966230000,-7963.889084548394,-542.8330674298466,0.07221102281570597,94.05380963147185,77.62096774193549,Up
2018-06-30 00:00:00,6404.0,4543860000,-5104.460981336288,-305.3963329267386,0.04043789888352842,39.27881519639408,31.51862464183381,Down
2018-07-01 00:00:00,6385.82,4788260000,-3448.035664530437,40.33264292665976,0.02239038754273457,80.75040783034258,144.14414414414415,Up
2018-07-02 00:00:00,6614.18,4396930000,-6314.787391580315,-366.43585491773246,0.05926919713245917,125.77502214348982,109.58904109589041,Down
2018-07-03 00:00:00,6529.59,4672310000,2680.440032197462,101.67266465150503,0.033898973116698435,106.16438356164383,126.23274161735701,Up
2018-07-04 00:00:00,6597.55,4176690000,848.6281341379876,-71.25771080787787,0.04907134472215142,122.95081967213115,117.6470588235294,Up
2018-07-05 00:00:00,6639.14,4999240000,882.7443442258809,-59.74504940368636,0.03074225988717691,88.4016973125884,87.61329305135952,Up
2018-07-06 00:00:00,6673.5,4313960000,-6721.428998148073,-52.435043660722826,0.025214311859719226,109.91787744788377,136.49851632047478,Up
2018-07-07 00:00:00,6856.93,3961080000,-9504.126426690114,-282.2434923695891,0.042699412630028896,79.39508506616257,116.83848797250859,Down
2018-07-08 00:00:00,6773.88,3386210000,6244.471833538681,122.37160605441989,0.02011286418384909,93.7984496124031,138.88888888888889,Down
2018-07-09 00:00:00,6741.75,3718130000,6954.696519153432,49.19499105545607,0.016876553487191318,104.65116279069768,212.0,Down
2018-07-10 00:00:00,6329.95,4052430000,9587.043085320585,607.2818624141408,0.0663312168636976,104.95513070620368,138.31478537360888,Up
2018-07-11 00:00:00,6394.71,3644860000,-1221.940780854206,-100.99877266114484,0.018084687960548206,115.75342465753424,186.1042183622829,Down
2018-07-12 00:00:00,6228.81,3770170000,2911.6157741291836,262.5852381979673,0.0407517532258418,119.27621861152141,52.63157894736842,Up
2018-07-13 00:00:00,6238.05,3805400000,2255.937790550209,-4.843601394059751,0.018975049037454575,121.19402985074628,62.37218813905931,Up
